model,fold,accuracy,precision,recall,f1,f2,mcc
GNB,33,0.9024390243902439,0.9024390243902439,0.9024390243902439,0.9024390243902439,0.9024390243902439,0.783068783068783
RF,33,0.9146341463414634,0.9141660507514164,0.9146341463414634,0.9142496796110581,0.914444755958351,0.8088416331755686
LGB,34,0.9634146341463414,0.9653401797175867,0.9634146341463414,0.962873596099551,0.9628541300252178,0.9197090092274487
LDA,34,0.9634146341463414,0.9653401797175867,0.9634146341463414,0.962873596099551,0.9628541300252178,0.9197090092274487
LR,34,0.9634146341463414,0.9653401797175867,0.9634146341463414,0.962873596099551,0.9628541300252178,0.9197090092274487
GNB,34,0.9512195121951219,0.9512195121951219,0.9512195121951219,0.9512195121951219,0.9512195121951219,0.8915343915343915
RF,34,0.926829268292683,0.926829268292683,0.926829268292683,0.926829268292683,0.926829268292683,0.8373015873015873
LGB,35,0.9397590361445783,0.9409053216916249,0.9397590361445783,0.9389301678458304,0.939105438935746,0.8671272550443976
LDA,35,0.963855421686747,0.9657577679137603,0.963855421686747,0.9633581007074983,0.9633239660390519,0.9216098910540003
LR,35,0.9759036144578314,0.9759036144578314,0.9759036144578314,0.9759036144578314,0.9759036144578314,0.9469987228607918
GNB,35,0.9156626506024096,0.9165871031294991,0.9156626506024096,0.915983274138849,0.9157565230622545,0.8162466690319883
RF,35,0.9518072289156626,0.9518072289156626,0.9518072289156626,0.9518072289156626,0.9518072289156626,0.8939974457215837
LGB,36,0.927710843373494,0.927710843373494,0.927710843373494,0.927710843373494,0.927710843373494,0.8383116883116883
LDA,36,0.9156626506024096,0.9190675746464118,0.9156626506024096,0.913361887447488,0.9138617963919169,0.810807155820657
LR,36,0.9518072289156626,0.9518072289156626,0.9518072289156626,0.9518072289156626,0.9518072289156626,0.8922077922077922
GNB,36,0.9036144578313253,0.9044993533455858,0.9036144578313253,0.9015982960180803,0.9022554481048801,0.7814727193724296
RF,36,0.8795180722891566,0.8825187542623323,0.8795180722891566,0.8804797735001308,0.8797704360236177,0.7361961747015431
LGB,37,0.9634146341463414,0.9640255803989399,0.9634146341463414,0.9635645987546939,0.9634368193717531,0.9196767011018283
LDA,37,0.975609756097561,0.9764808362369338,0.975609756097561,0.9753798144042046,0.9753628386667498,0.9462600928208407
LR,37,0.975609756097561,0.975609756097561,0.975609756097561,0.975609756097561,0.975609756097561,0.9457671957671958
GNB,37,0.9390243902439024,0.9398257613025058,0.9390243902439024,0.939274331257823,0.9390877306700774,0.8658867656593533
RF,37,0.9390243902439024,0.9430277224973388,0.9390243902439024,0.93970353747121,0.9389678559314074,0.8705690621194779
LGB,38,0.975609756097561,0.9772357723577235,0.975609756097561,0.9758001809035657,0.9755328476135299,0.9480324003422907
LDA,38,0.975609756097561,0.9764808362369338,0.975609756097561,0.9753798144042046,0.9753628386667498,0.9462600928208407
LR,38,0.975609756097561,0.9764808362369338,0.975609756097561,0.9753798144042046,0.9753628386667498,0.9462600928208407
GNB,38,0.9634146341463414,0.9669551534225018,0.9634146341463414,0.963822122482726,0.9632392819567388,0.9236052159781682
RF,38,0.9390243902439024,0.9482631189948262,0.9390243902439024,0.9400434001156818,0.9385245251281401,0.8774516719387474
LGB,39,0.9390243902439024,0.9401283697047497,0.9390243902439024,0.9381226601659183,0.938330851985828,0.8638452027410407
LDA,39,0.9390243902439024,0.9441918147995039,0.9390243902439024,0.9373844076806204,0.9374394350004105,0.8670732267977947
LR,39,0.9634146341463414,0.9653401797175867,0.9634146341463414,0.962873596099551,0.9628541300252178,0.9197090092274487
GNB,39,0.926829268292683,0.9290019624334175,0.926829268292683,0.9253216295899223,0.925643267810952,0.8368028940560481
RF,39,0.9024390243902439,0.901802465826856,0.9024390243902439,0.9015192576168186,0.9019308943089432,0.7804623842496677
LGB,40,0.963855421686747,0.9638632451885464,0.963855421686747,0.9637041648001956,0.9637581692081981,0.9201867797761193
LDA,40,0.9518072289156626,0.9551308683007894,0.9518072289156626,0.9508828966660291,0.9508542010876243,0.8958883487425228
LR,40,0.963855421686747,0.9657577679137603,0.963855421686747,0.9633581007074983,0.9633239660390519,0.9216098910540003
GNB,40,0.9156626506024096,0.9160528754694892,0.9156626506024096,0.9145022349841627,0.9148869118324404,0.812644619034795
RF,40,0.927710843373494,0.9298932703518791,0.927710843373494,0.9282336894748807,0.9277805709588278,0.844644810770452
LGB,41,0.927710843373494,0.9275482496788774,0.927710843373494,0.9270175941862687,0.9272910193591821,0.8366862110930773
LDA,41,0.963855421686747,0.9657249688408809,0.963855421686747,0.9633122572105084,0.9633002418749198,0.9201493774639478
LR,41,0.9759036144578314,0.9767491016698373,0.9759036144578314,0.9756725313954229,0.9756590322993434,0.9465674698284022
GNB,41,0.963855421686747,0.9657249688408809,0.963855421686747,0.9633122572105084,0.9633002418749198,0.9201493774639478
RF,41,0.9397590361445783,0.9395120163192452,0.9397590361445783,0.9394827467116623,0.9396123750554298,0.8643876227390891
LGB,42,0.9634146341463414,0.9669551534225018,0.9634146341463414,0.963822122482726,0.9632392819567388,0.9236052159781682
LDA,42,0.9390243902439024,0.9401283697047497,0.9390243902439024,0.9381226601659183,0.938330851985828,0.8638452027410407
LR,42,0.975609756097561,0.975609756097561,0.975609756097561,0.975609756097561,0.975609756097561,0.9457671957671958
GNB,42,0.926829268292683,0.926829268292683,0.926829268292683,0.926829268292683,0.926829268292683,0.8373015873015873
RF,42,0.9512195121951219,0.9531894934333958,0.9512195121951219,0.9516003618071315,0.9512233576193234,0.8946404657076288
LGB,43,0.9878048780487805,0.9880266075388027,0.9878048780487805,0.9877499542301511,0.9877436903865442,0.9730124597112038
LDA,43,0.9878048780487805,0.9880266075388027,0.9878048780487805,0.9877499542301511,0.9877436903865442,0.9730124597112038
LR,43,0.9878048780487805,0.9880266075388027,0.9878048780487805,0.9877499542301511,0.9877436903865442,0.9730124597112038
GNB,43,0.926829268292683,0.9291432145090681,0.926829268292683,0.9274005427106972,0.9269138676251174,0.8412485310729668
RF,43,0.9512195121951219,0.9531894934333958,0.9512195121951219,0.9516003618071315,0.9512233576193234,0.8946404657076288
LGB,44,0.975609756097561,0.975609756097561,0.975609756097561,0.975609756097561,0.975609756097561,0.9457671957671958
LDA,44,0.975609756097561,0.9764808362369338,0.975609756097561,0.9753798144042046,0.9753628386667498,0.9462600928208407
LR,44,0.9878048780487805,0.9882253994953744,0.9878048780487805,0.9878548662515645,0.9877859080734286,0.9734666365443033
GNB,44,0.9146341463414634,0.9156259422060713,0.9146341463414634,0.9149840637609524,0.9147386419684017,0.8120968302168784
RF,44,0.9390243902439024,0.9398257613025058,0.9390243902439024,0.939274331257823,0.9390877306700774,0.8658867656593533
LGB,45,0.9397590361445783,0.9395556250977937,0.9397590361445783,0.939506941333659,0.9396225739365827,0.8667399619164846
LDA,45,0.9397590361445783,0.9448642025730039,0.9397590361445783,0.9382502459328045,0.9382569237990923,0.8703170586535028
LR,45,0.9759036144578314,0.9767641996557659,0.9759036144578314,0.9756923799092473,0.9756694404107586,0.9475142485638552
GNB,45,0.891566265060241,0.8909403849162885,0.891566265060241,0.8911124944005865,0.8913513833933521,0.7598463261972154
RF,45,0.9156626506024096,0.9152480050070412,0.9156626506024096,0.9153097178671228,0.9154869786649673,0.8132931440568499
LGB,46,0.927710843373494,0.927710843373494,0.927710843373494,0.927710843373494,0.927710843373494,0.8383116883116883
LDA,46,0.9397590361445783,0.9447791164658633,0.9397590361445783,0.938115633891063,0.9381892649964938,0.867742006863901
LR,46,0.9759036144578314,0.9767491016698373,0.9759036144578314,0.9756725313954229,0.9756590322993434,0.9465674698284022
GNB,46,0.8795180722891566,0.8872253720765415,0.8795180722891566,0.8812608926271123,0.8796872607280288,0.7436924413277347
RF,46,0.927710843373494,0.9275482496788774,0.927710843373494,0.9270175941862687,0.9272910193591821,0.8366862110930773
LGB,47,0.975609756097561,0.975609756097561,0.975609756097561,0.975609756097561,0.975609756097561,0.9457671957671958
LDA,47,1.0,1.0,1.0,1.0,1.0,1.0
LR,47,0.9878048780487805,0.9882253994953744,0.9878048780487805,0.9878548662515645,0.9877859080734286,0.9734666365443033
GNB,47,0.9878048780487805,0.9880266075388027,0.9878048780487805,0.9877499542301511,0.9877436903865442,0.9730124597112038
RF,47,0.9878048780487805,0.9882253994953744,0.9878048780487805,0.9878548662515645,0.9877859080734286,0.9734666365443033
LGB,48,0.9878048780487805,0.9880266075388027,0.9878048780487805,0.9877499542301511,0.9877436903865442,0.9730124597112038
